id,complaint_text,category,urgency
2437,"My professor for HIST 100 reads lecture notes verbatim from a monotone.",Academic,Low
2438,"The elevator in the library is out of service again.",Facilities,Medium
2439,"My dorm room (Juniper 504) smells like cigarette smoke coming through vents.",Housing,Medium
2440,"Unable to log into my student email account - password not recognized.",IT Support,High
2441,"Need assistance understanding the FAFSA verification worksheet.",Financial Aid,Medium
2442,"The campus needs more outdoor fitness equipment.",Campus Life,Low
2443,"The online quiz platform for my Biology class crashed during the quiz.",IT Support,High
2444,"The pre-made sandwiches looked old and dried out.",Dining Services,Low
2445,"My request for an exception to the maximum credit limit was denied.",Academic,Medium
2446,"The lighting on the path near the creek is completely out.",Facilities,High
2447,"My roommate has created a hostile environment through constant criticism.",Housing,High
2448,"My student account was charged for a lab fee associated with a dropped course.",Financial Aid,High
2449,"The campus needs more workshops on resume writing and interview skills.",Campus Life,Medium
2450,"The university network seems to be throttling video streaming services.",IT Support,Low
2451,"The dining hall served pasta sauce that was watery and flavorless.",Dining Services,Low
2452,"My professor for CHEM 101 doesn't explain lab procedures clearly.",Academic,Medium
2453,"The automatic soap dispenser in the library restroom is empty.",Facilities,Low
2454,"My RA is rarely available on the floor, even during posted hours.",Housing,Low
2455,"My financial aid package doesn't seem to include my expected work-study award.",Financial Aid,Medium
2456,"The campus needs more events highlighting different student cultures.",Campus Life,Medium
2457,"The specialized GIS software required for my geography class is unavailable.",IT Support,High
2458,"The dining hall served burnt toast at breakfast.",Dining Services,Low
2459,"My advisor gave me incorrect information about the foreign language requirement.",Academic,Medium
2460,"The elevator in the Student Services building is making a strange humming noise.",Facilities,Medium
2461,"My dorm room (Laurel 420) window has a faulty seal.",Housing,Low
2462,"Unable to access the university's online directory.",IT Support,Low
2463,"Need information about the consequences of defaulting on student loans.",Financial Aid,Medium
2464,"The campus needs more affordable coffee options.",Campus Life,Low
2465,"The professor for PHIL 210 assigns readings from obscure sources unavailable through the library.",Academic,Medium
2466,"The restroom near the main lecture hall is out of paper towels.",Facilities,Low
2467,"My roommate leaves spoiled food in the shared mini-fridge.",Housing,Medium
2468,"My student ID card photo is peeling off.",IT Support,Low
2469,"Need help understanding the 'cost of attendance' budget items.",Financial Aid,Low
2470,"The campus needs more easily accessible outlets for charging devices.",Campus Life,Low
2471,"The online system for peer reviews in my writing class is not working.",IT Support,Medium
2472,"The dining hall served limp, soggy french fries.",Dining Services,Low
2473,"My professor for ART 300 gives subjective grades without clear criteria.",Academic,Medium
2474,"The lighting in the library stacks is insufficient.",Facilities,Low
2475,"My RA is not enforcing quiet hours effectively.",Housing,High
2476,"My student account shows a hold due to 'incomplete registration' but I am fully registered.",Financial Aid,High
2477,"The campus needs more collaborative study spaces.",Campus Life,Medium
2478,"The university email is marking emails from my internship site as spam.",IT Support,Medium
2479,"The dining hall served rice pudding that tasted sour.",Dining Services,High
2480,"My request for a meeting with the department chair about a course concern was ignored.",Academic,High
2481,"The elevator in the Administration building doors are closing too quickly.",Facilities,Medium
2482,"My dorm room (Aspen 511) has poor water pressure in the shower.",Housing,Low
2483,"Unable to access the university's course registration portal.",IT Support,High
2484,"Need information about financial aid options for graduate students.",Financial Aid,Medium
2485,"The campus needs better integration between different student service websites.",Campus Life,Low
2486,"The professor for PSYC 101 frequently cancels class last minute.",Academic,Medium
2487,"The automatic toilet flusher in the Student Union restroom is broken.",Facilities,Low
2488,"My roommate has friends over constantly, making it hard to study.",Housing,Medium
2489,"My financial aid award letter has conflicting information on it.",Financial Aid,Medium
2490,"The campus needs more organized mentorship programs.",Campus Life,Low
2491,"The university network requires login credentials too frequently.",IT Support,Low
2492,"The dining hall served wilted spinach at the salad bar.",Dining Services,Low
2493,"My advisor seems unable to answer basic questions about degree progress.",Academic,Medium
2494,"The elevator in the library is currently stopped, potentially with occupants. Needs check.",Facilities,High
2495,"My dorm room (Oak 606) smells like stale cigarette smoke.",Housing,Medium
2496,"Unable to log into the online system to pay my housing bill.",IT Support,High
2497,"Need help understanding the difference between federal grants and loans.",Financial Aid,Low
2498,"The campus needs more recreational leagues for non-varsity athletes.",Campus Life,Medium
2499,"The professor for BIOL 101 uses lecture slides that are hard to read.",Academic,Low
2500,"The lighting in the main library reading room is too dim.",Facilities,Low
2501,"My RA is unresponsive to maintenance requests for our floor's common area.",Housing,Low
2502,"My financial aid hasn't been adjusted for my change to part-time status.",Financial Aid,High
2503,"The campus needs more parking spaces available for evening classes.",Campus Life,Medium
2504,"The online portal for accessing unofficial transcripts is down.",IT Support,Medium
2505,"The dining hall served watery, flavorless soup.",Dining Services,Low
2506,"My professor for ENGL 102 does not provide grading rubrics prior to assignment deadlines.",Academic,Medium
2507,"The restroom near the campus center stage needs attention - overflowing trash.",Facilities,Medium
2508,"My roommate is consistently leaving the shared living space disorganized.",Housing,Low
2509,"My student ID card is not working to access the campus gym.",IT Support,Low
2510,"Need information on applying for financial aid as an independent student.",Financial Aid,Medium
2511,"The campus needs more benches in the shaded areas of the quad.",Campus Life,Low
2512,"The required software for my media class (Audition) keeps freezing.",IT Support,Medium
2513,"The dining hall served stale cereal this morning.",Dining Services,Low
